go_term,go_id,column,support,prevalence,entropy_bits
Prefoldin Mediated Transfer of Substrate to CCT TriC,,Prefoldin Mediated Transfer of Substrate to CCT TriC,8,0.05333333333333334,0.30039141736478187
Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC),,Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC),8,0.05333333333333334,0.30039141736478187
Export of Viral Ribonucleoproteins From Nucleus,,Export of Viral Ribonucleoproteins From Nucleus,8,0.05333333333333334,0.30039141736478187
Cap-dependent Translation Initiation,,Cap-dependent Translation Initiation,8,0.05333333333333334,0.30039141736478187
Eukaryotic Translation Initiation,,Eukaryotic Translation Initiation,8,0.05333333333333334,0.30039141736478187
Regulation of Glucokinase by Glucokinase Regulatory Protein,,Regulation of Glucokinase by Glucokinase Regulatory Protein,8,0.05333333333333334,0.30039141736478187
Metalloprotease DUBs,,Metalloprotease DUBs,8,0.05333333333333334,0.30039141736478187
Condensation of Prophase Chromosomes,,Condensation of Prophase Chromosomes,8,0.05333333333333334,0.30039141736478187
SLC Transporter Disorders,,SLC Transporter Disorders,8,0.05333333333333334,0.30039141736478187
G-protein Beta Gamma Signalling,,G-protein Beta Gamma Signalling,8,0.05333333333333334,0.30039141736478187
Initiation of Nuclear Envelope (NE) Reformation,,Initiation of Nuclear Envelope (NE) Reformation,8,0.05333333333333334,0.30039141736478187
YAP1- and WWTR1 (TAZ)-stimulated Gene Expression,,YAP1- and WWTR1 (TAZ)-stimulated Gene Expression,8,0.05333333333333334,0.30039141736478187
Role of Phospholipids in Phagocytosis,,Role of Phospholipids in Phagocytosis,8,0.05333333333333334,0.30039141736478187
Formation of Intermediate Mesoderm,,Formation of Intermediate Mesoderm,8,0.05333333333333334,0.30039141736478187
"Activation of IRF3, IRF7 Mediated by TBK1, IKKε (IKBKE)",,"Activation of IRF3, IRF7 Mediated by TBK1, IKKε (IKBKE)",8,0.05333333333333334,0.30039141736478187
Metabolism of Nitric Oxide NOS3 Activation and Regulation,,Metabolism of Nitric Oxide NOS3 Activation and Regulation,8,0.05333333333333334,0.30039141736478187
Rap1 Signalling,,Rap1 Signalling,8,0.05333333333333334,0.30039141736478187
Regulation of MITF-M-dependent Genes Involved in Apoptosis,,Regulation of MITF-M-dependent Genes Involved in Apoptosis,8,0.05333333333333334,0.30039141736478187
Formation of Tubulin Folding Intermediates by CCT TriC,,Formation of Tubulin Folding Intermediates by CCT TriC,8,0.05333333333333334,0.30039141736478187
rRNA Processing in the Nucleus and Cytosol,,rRNA Processing in the Nucleus and Cytosol,8,0.05333333333333334,0.30039141736478187
Interleukin-20 Family Signaling,,Interleukin-20 Family Signaling,8,0.05333333333333334,0.30039141736478187
Ras Activation Upon Ca2+ Influx Through NMDA Receptor,,Ras Activation Upon Ca2+ Influx Through NMDA Receptor,8,0.05333333333333334,0.30039141736478187
IRS Activation,,IRS Activation,8,0.05333333333333334,0.30039141736478187
CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling,,CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling,8,0.05333333333333334,0.30039141736478187
RUNX3 Regulates BCL2L11 (BIM) Transcription,,RUNX3 Regulates BCL2L11 (BIM) Transcription,8,0.05333333333333334,0.30039141736478187
NFE2L2 Regulating Anti-Oxidant Detoxification Enzymes,,NFE2L2 Regulating Anti-Oxidant Detoxification Enzymes,8,0.05333333333333334,0.30039141736478187
COPI-dependent Golgi-to-ER Retrograde Traffic,,COPI-dependent Golgi-to-ER Retrograde Traffic,8,0.05333333333333334,0.30039141736478187
Signaling by ROBO Receptors,,Signaling by ROBO Receptors,8,0.05333333333333334,0.30039141736478187
FBXW7 Mutants and NOTCH1 in Cancer,,FBXW7 Mutants and NOTCH1 in Cancer,8,0.05333333333333334,0.30039141736478187
PTK6 Regulates Cell Cycle,,PTK6 Regulates Cell Cycle,8,0.05333333333333334,0.30039141736478187
Stabilization of P53,,Stabilization of P53,8,0.05333333333333334,0.30039141736478187
Regulation of RAS by GAPs,,Regulation of RAS by GAPs,8,0.05333333333333334,0.30039141736478187
RAS Processing,,RAS Processing,8,0.05333333333333334,0.30039141736478187
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,8,0.05333333333333334,0.30039141736478187
Vesicle-mediated Transport,,Vesicle-mediated Transport,8,0.05333333333333334,0.30039141736478187
APC C Cdc20 Mediated Degradation of Securin,,APC C Cdc20 Mediated Degradation of Securin,8,0.05333333333333334,0.30039141736478187
NEP NS2 Interacts With the Cellular Export Machinery,,NEP NS2 Interacts With the Cellular Export Machinery,8,0.05333333333333334,0.30039141736478187
Negative Regulators of DDX58 IFIH1 Signaling,,Negative Regulators of DDX58 IFIH1 Signaling,8,0.05333333333333334,0.30039141736478187
DEx H-box Helicases Activate Type I IFN and Inflammatory Cytokines Production,,DEx H-box Helicases Activate Type I IFN and Inflammatory Cytokines Production,8,0.05333333333333334,0.30039141736478187
Sema4D in Semaphorin Signaling,,Sema4D in Semaphorin Signaling,8,0.05333333333333334,0.30039141736478187
Rev-mediated Nuclear Export of HIV RNA,,Rev-mediated Nuclear Export of HIV RNA,8,0.05333333333333334,0.30039141736478187
Platelet Adhesion to Exposed Collagen,,Platelet Adhesion to Exposed Collagen,8,0.05333333333333334,0.30039141736478187
Autodegradation of Cdh1 by Cdh1 APC C,,Autodegradation of Cdh1 by Cdh1 APC C,8,0.05333333333333334,0.30039141736478187
Disorders of Transmembrane Transporters,,Disorders of Transmembrane Transporters,7,0.04666666666666667,0.2720647864044614
Calcineurin Activates NFAT,,Calcineurin Activates NFAT,7,0.04666666666666667,0.2720647864044614
GTP Hydrolysis and Joining of the 60S Ribosomal Subunit,,GTP Hydrolysis and Joining of the 60S Ribosomal Subunit,7,0.04666666666666667,0.2720647864044614
FBXL7 Down-Regulates AURKA During Mitotic Entry and in Early Mitosis,,FBXL7 Down-Regulates AURKA During Mitotic Entry and in Early Mitosis,7,0.04666666666666667,0.2720647864044614
Activation of NMDA Receptors and Postsynaptic Events,,Activation of NMDA Receptors and Postsynaptic Events,7,0.04666666666666667,0.2720647864044614
Regulation of Endogenous Retroelements by the Human Silencing Hub (HUSH) Complex,,Regulation of Endogenous Retroelements by the Human Silencing Hub (HUSH) Complex,7,0.04666666666666667,0.2720647864044614
FCGR Activation,,FCGR Activation,7,0.04666666666666667,0.2720647864044614
Cellular Response to Starvation,,Cellular Response to Starvation,7,0.04666666666666667,0.2720647864044614
Class A 1 (Rhodopsin-like Receptors),,Class A 1 (Rhodopsin-like Receptors),7,0.04666666666666667,0.2720647864044614
CDC42 GTPase Cycle,,CDC42 GTPase Cycle,7,0.04666666666666667,0.2720647864044614
Dectin-2 Family,,Dectin-2 Family,7,0.04666666666666667,0.2720647864044614
Formation of a Pool of Free 40S Subunits,,Formation of a Pool of Free 40S Subunits,7,0.04666666666666667,0.2720647864044614
Formation of Apoptosome,,Formation of Apoptosome,7,0.04666666666666667,0.2720647864044614
Beta-catenin Independent WNT Signaling,,Beta-catenin Independent WNT Signaling,7,0.04666666666666667,0.2720647864044614
Pausing and Recovery of Tat-mediated HIV Elongation,,Pausing and Recovery of Tat-mediated HIV Elongation,7,0.04666666666666667,0.2720647864044614
Tat-mediated Elongation of the HIV-1 Transcript,,Tat-mediated Elongation of the HIV-1 Transcript,7,0.04666666666666667,0.2720647864044614
STING Mediated Induction of Host Immune Responses,,STING Mediated Induction of Host Immune Responses,7,0.04666666666666667,0.2720647864044614
GSK3B and BTRC CUL1-mediated-degradation of NFE2L2,,GSK3B and BTRC CUL1-mediated-degradation of NFE2L2,7,0.04666666666666667,0.2720647864044614
Apoptotic Factor-Mediated Response,,Apoptotic Factor-Mediated Response,7,0.04666666666666667,0.2720647864044614
IKK Complex Recruitment Mediated by RIP1,,IKK Complex Recruitment Mediated by RIP1,7,0.04666666666666667,0.2720647864044614
MHC Class II Antigen Presentation,,MHC Class II Antigen Presentation,7,0.04666666666666667,0.2720647864044614
Tat-mediated HIV Elongation Arrest and Recovery,,Tat-mediated HIV Elongation Arrest and Recovery,7,0.04666666666666667,0.2720647864044614
Formation of HIV-1 Elongation Complex Containing HIV-1 Tat,,Formation of HIV-1 Elongation Complex Containing HIV-1 Tat,7,0.04666666666666667,0.2720647864044614
Negative Regulation of Activity of TFAP2 (AP-2) Family Transcription Factors,,Negative Regulation of Activity of TFAP2 (AP-2) Family Transcription Factors,7,0.04666666666666667,0.2720647864044614
Inflammasomes,,Inflammasomes,7,0.04666666666666667,0.2720647864044614
L13a-mediated Translational Silencing of Ceruloplasmin Expression,,L13a-mediated Translational Silencing of Ceruloplasmin Expression,7,0.04666666666666667,0.2720647864044614
Clathrin-mediated Endocytosis,,Clathrin-mediated Endocytosis,7,0.04666666666666667,0.2720647864044614
B-WICH Complex Positively Regulates rRNA Expression,,B-WICH Complex Positively Regulates rRNA Expression,7,0.04666666666666667,0.2720647864044614
Platelet Homeostasis,,Platelet Homeostasis,7,0.04666666666666667,0.2720647864044614
Degradation of GLI1 by the Proteasome,,Degradation of GLI1 by the Proteasome,7,0.04666666666666667,0.2720647864044614
FCGR3A-mediated IL10 Synthesis,,FCGR3A-mediated IL10 Synthesis,7,0.04666666666666667,0.2720647864044614
Chaperone Mediated Autophagy,,Chaperone Mediated Autophagy,7,0.04666666666666667,0.2720647864044614
Transmission Across Chemical Synapses,,Transmission Across Chemical Synapses,7,0.04666666666666667,0.2720647864044614
Dectin-1 Mediated Noncanonical NF-kB Signaling,,Dectin-1 Mediated Noncanonical NF-kB Signaling,7,0.04666666666666667,0.2720647864044614
Inactivation of APC C via Direct Inhibition of the APC C Complex,,Inactivation of APC C via Direct Inhibition of the APC C Complex,7,0.04666666666666667,0.2720647864044614
Specification of the Neural Plate Border,,Specification of the Neural Plate Border,7,0.04666666666666667,0.2720647864044614
Attenuation Phase,,Attenuation Phase,7,0.04666666666666667,0.2720647864044614
NIK-->noncanonical NF-kB Signaling,,NIK-->noncanonical NF-kB Signaling,7,0.04666666666666667,0.2720647864044614
Opioid Signalling,,Opioid Signalling,7,0.04666666666666667,0.2720647864044614
IRAK1 Recruits IKK Complex Upon TLR7 8 or 9 Stimulation,,IRAK1 Recruits IKK Complex Upon TLR7 8 or 9 Stimulation,7,0.04666666666666667,0.2720647864044614
NOTCH2 Intracellular Domain Regulates Transcription,,NOTCH2 Intracellular Domain Regulates Transcription,7,0.04666666666666667,0.2720647864044614
Leishmania Parasite Growth and Survival,,Leishmania Parasite Growth and Survival,7,0.04666666666666667,0.2720647864044614
UCH Proteinases,,UCH Proteinases,7,0.04666666666666667,0.2720647864044614
Inhib of Proteolytic Activity of APC C Required for Onset of Anaphase by Mitotic Spindle Checkpoint,,Inhib of Proteolytic Activity of APC C Required for Onset of Anaphase by Mitotic Spindle Checkpoint,7,0.04666666666666667,0.2720647864044614
Translation,,Translation,7,0.04666666666666667,0.2720647864044614
Protein Localization,,Protein Localization,7,0.04666666666666667,0.2720647864044614
PTK6 Promotes HIF1A Stabilization,,PTK6 Promotes HIF1A Stabilization,7,0.04666666666666667,0.2720647864044614
RHOJ GTPase Cycle,,RHOJ GTPase Cycle,7,0.04666666666666667,0.2720647864044614
Telomere Extension By Telomerase,,Telomere Extension By Telomerase,7,0.04666666666666667,0.2720647864044614
HIV Transcription Elongation,,HIV Transcription Elongation,7,0.04666666666666667,0.2720647864044614
NR1H2 & NR1H3 Regulate Gene Expression Linked to Lipogenesis,,NR1H2 & NR1H3 Regulate Gene Expression Linked to Lipogenesis,7,0.04666666666666667,0.2720647864044614
Degradation of GLI2 by the Proteasome,,Degradation of GLI2 by the Proteasome,7,0.04666666666666667,0.2720647864044614
"TICAM1, RIP1-mediated IKK Complex Recruitment",,"TICAM1, RIP1-mediated IKK Complex Recruitment",7,0.04666666666666667,0.2720647864044614
TNF Signaling,,TNF Signaling,7,0.04666666666666667,0.2720647864044614
Regulation of the Apoptosome Activity,,Regulation of the Apoptosome Activity,7,0.04666666666666667,0.2720647864044614
Cytochrome C-Mediated Apoptotic Response,,Cytochrome C-Mediated Apoptotic Response,7,0.04666666666666667,0.2720647864044614
SARS-CoV-1 Activates Modulates Innate Immune Responses,,SARS-CoV-1 Activates Modulates Innate Immune Responses,7,0.04666666666666667,0.2720647864044614
EPH-ephrin Mediated Repulsion of Cells,,EPH-ephrin Mediated Repulsion of Cells,7,0.04666666666666667,0.2720647864044614
Kinesins,,Kinesins,7,0.04666666666666667,0.2720647864044614
"Regulation of Glycolysis by Fructose 2,6-Bisphosphate Metabolism",,"Regulation of Glycolysis by Fructose 2,6-Bisphosphate Metabolism",7,0.04666666666666667,0.2720647864044614
M-decay Degradation of Maternal mRNAs by Maternally Stored Factors,,M-decay Degradation of Maternal mRNAs by Maternally Stored Factors,7,0.04666666666666667,0.2720647864044614
Intra-Golgi and Retrograde Golgi-to-ER Traffic,,Intra-Golgi and Retrograde Golgi-to-ER Traffic,7,0.04666666666666667,0.2720647864044614
Specification of Primordial Germ Cells,,Specification of Primordial Germ Cells,7,0.04666666666666667,0.2720647864044614
Synthesis of Bile Acids and Bile Salts via 27-Hydroxycholesterol,,Synthesis of Bile Acids and Bile Salts via 27-Hydroxycholesterol,7,0.04666666666666667,0.2720647864044614
Polymerase Switching,,Polymerase Switching,7,0.04666666666666667,0.2720647864044614
Activation of NF-kappaB in B Cells,,Activation of NF-kappaB in B Cells,7,0.04666666666666667,0.2720647864044614
Neurotransmitter Receptors and Postsynaptic Signal Transmission,,Neurotransmitter Receptors and Postsynaptic Signal Transmission,7,0.04666666666666667,0.2720647864044614
IRAK1 Recruits IKK Complex,,IRAK1 Recruits IKK Complex,7,0.04666666666666667,0.2720647864044614
Anti-inflammatory Response Favouring Leishmania Parasite Infection,,Anti-inflammatory Response Favouring Leishmania Parasite Infection,7,0.04666666666666667,0.2720647864044614
Leading Strand Synthesis,,Leading Strand Synthesis,7,0.04666666666666667,0.2720647864044614
GLI3 Is Processed to GLI3R by the Proteasome,,GLI3 Is Processed to GLI3R by the Proteasome,7,0.04666666666666667,0.2720647864044614
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency,,Response of EIF2AK4 (GCN2) to Amino Acid Deficiency,7,0.04666666666666667,0.2720647864044614
Physiological Factors,,Physiological Factors,7,0.04666666666666667,0.2720647864044614
RAF-independent MAPK1 3 Activation,,RAF-independent MAPK1 3 Activation,7,0.04666666666666667,0.2720647864044614
Estrogen Response Late,,Estrogen Response Late,7,0.04666666666666667,0.2720647864044614
Neurexins and Neuroligins,,Neurexins and Neuroligins,7,0.04666666666666667,0.2720647864044614
TFAP2 (AP-2) Family Regulates Transcription of Cell Cycle Factors,,TFAP2 (AP-2) Family Regulates Transcription of Cell Cycle Factors,7,0.04666666666666667,0.2720647864044614
Notch Signaling,,Notch Signaling,6,0.04,0.24229218908241482
"SUMO Is Transferred From E1 to E2 (UBE2I, UBC9)",,"SUMO Is Transferred From E1 to E2 (UBE2I, UBC9)",6,0.04,0.24229218908241482
RNA Polymerase II Promoter Escape,,RNA Polymerase II Promoter Escape,6,0.04,0.24229218908241482
Regulation of Homotypic Cell-Cell Adhesion,,Regulation of Homotypic Cell-Cell Adhesion,6,0.04,0.24229218908241482
Intraflagellar Transport,,Intraflagellar Transport,6,0.04,0.24229218908241482
rRNA Processing,,rRNA Processing,6,0.04,0.24229218908241482
Unfolded Protein Response,,Unfolded Protein Response,6,0.04,0.24229218908241482
The Role of Nef in HIV-1 Replication and Disease Pathogenesis,,The Role of Nef in HIV-1 Replication and Disease Pathogenesis,6,0.04,0.24229218908241482
IL-2/STAT5 Signaling,,IL-2/STAT5 Signaling,6,0.04,0.24229218908241482
TGFBR1 KD Mutants in Cancer,,TGFBR1 KD Mutants in Cancer,6,0.04,0.24229218908241482
Phospholipid Metabolism,,Phospholipid Metabolism,6,0.04,0.24229218908241482
RHOH GTPase Cycle,,RHOH GTPase Cycle,6,0.04,0.24229218908241482
Ephrin Signaling,,Ephrin Signaling,6,0.04,0.24229218908241482
Activated NTRK2 Signals Through FYN,,Activated NTRK2 Signals Through FYN,6,0.04,0.24229218908241482
SARS-CoV-1 Genome Replication and Transcription,,SARS-CoV-1 Genome Replication and Transcription,6,0.04,0.24229218908241482
Neuronal System,,Neuronal System,6,0.04,0.24229218908241482
RNA Polymerase II HIV Promoter Escape,,RNA Polymerase II HIV Promoter Escape,6,0.04,0.24229218908241482
Formation of the HIV-1 Early Elongation Complex,,Formation of the HIV-1 Early Elongation Complex,6,0.04,0.24229218908241482
Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function,,Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function,6,0.04,0.24229218908241482
Synthesis of Bile Acids and Bile Salts,,Synthesis of Bile Acids and Bile Salts,6,0.04,0.24229218908241482
Recycling of Bile Acids and Salts,,Recycling of Bile Acids and Salts,6,0.04,0.24229218908241482
RNA Polymerase III Transcription Initiation From Type 2 Promoter,,RNA Polymerase III Transcription Initiation From Type 2 Promoter,6,0.04,0.24229218908241482
Signaling by Hippo,,Signaling by Hippo,6,0.04,0.24229218908241482
Endogenous Sterols,,Endogenous Sterols,6,0.04,0.24229218908241482
Metabolism of Carbohydrates,,Metabolism of Carbohydrates,6,0.04,0.24229218908241482
Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA),,Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA),6,0.04,0.24229218908241482
Regulation of CDH19 Expression and Function,,Regulation of CDH19 Expression and Function,6,0.04,0.24229218908241482
Regulation of CDH11 Gene Transcription,,Regulation of CDH11 Gene Transcription,6,0.04,0.24229218908241482
Maturation of Nucleoprotein 9694631,,Maturation of Nucleoprotein 9694631,6,0.04,0.24229218908241482
Regulation of Expression and Function of Type II Classical Cadherins,,Regulation of Expression and Function of Type II Classical Cadherins,6,0.04,0.24229218908241482
Replication of the SARS-CoV-2 Genome,,Replication of the SARS-CoV-2 Genome,6,0.04,0.24229218908241482
Signaling by Retinoic Acid,,Signaling by Retinoic Acid,6,0.04,0.24229218908241482
Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function,,Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function,6,0.04,0.24229218908241482
Peroxisomal Protein Import,,Peroxisomal Protein Import,6,0.04,0.24229218908241482
Asparagine N-linked Glycosylation,,Asparagine N-linked Glycosylation,6,0.04,0.24229218908241482
Signaling by TGF-beta Receptor Complex in Cancer,,Signaling by TGF-beta Receptor Complex in Cancer,6,0.04,0.24229218908241482
The NLRP3 Inflammasome,,The NLRP3 Inflammasome,6,0.04,0.24229218908241482
Interleukin-37 Signaling,,Interleukin-37 Signaling,6,0.04,0.24229218908241482
Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function,,Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function,6,0.04,0.24229218908241482
Peptide Chain Elongation,,Peptide Chain Elongation,6,0.04,0.24229218908241482
TICAM1-dependent Activation of IRF3 IRF7,,TICAM1-dependent Activation of IRF3 IRF7,6,0.04,0.24229218908241482
SARS-CoV-2 Genome Replication and Transcription,,SARS-CoV-2 Genome Replication and Transcription,6,0.04,0.24229218908241482
Interleukin-12 Family Signaling,,Interleukin-12 Family Signaling,6,0.04,0.24229218908241482
Signaling by Activin,,Signaling by Activin,6,0.04,0.24229218908241482
Hypoxia,,Hypoxia,6,0.04,0.24229218908241482
RNA Polymerase III Transcription Initiation From Type 1 Promoter,,RNA Polymerase III Transcription Initiation From Type 1 Promoter,6,0.04,0.24229218908241482
Response of EIF2AK1 (HRI) to Heme Deficiency,,Response of EIF2AK1 (HRI) to Heme Deficiency,6,0.04,0.24229218908241482
BH3-only Proteins Associate With and Inactivate Anti-Apoptotic BCL-2 Members,,BH3-only Proteins Associate With and Inactivate Anti-Apoptotic BCL-2 Members,6,0.04,0.24229218908241482
Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha,,Oxygen-dependent Proline Hydroxylation of Hypoxia-inducible Factor Alpha,6,0.04,0.24229218908241482
Formation of the Early Elongation Complex,,Formation of the Early Elongation Complex,6,0.04,0.24229218908241482
Downregulation of TGF-beta Receptor Signaling,,Downregulation of TGF-beta Receptor Signaling,6,0.04,0.24229218908241482
eNOS Activation,,eNOS Activation,6,0.04,0.24229218908241482
Regulation of CDH11 Expression and Function,,Regulation of CDH11 Expression and Function,6,0.04,0.24229218908241482
RNA Polymerase II Transcription Initiation,,RNA Polymerase II Transcription Initiation,6,0.04,0.24229218908241482
Role of ABL in ROBO-SLIT Signaling,,Role of ABL in ROBO-SLIT Signaling,6,0.04,0.24229218908241482
Major Pathway of rRNA Processing in the Nucleolus and Cytosol,,Major Pathway of rRNA Processing in the Nucleolus and Cytosol,6,0.04,0.24229218908241482
NR1H2 & NR1H3 Regulate Gene Expression Linked to Gluconeogenesis,,NR1H2 & NR1H3 Regulate Gene Expression Linked to Gluconeogenesis,6,0.04,0.24229218908241482
Vitamin D (Calciferol) Metabolism,,Vitamin D (Calciferol) Metabolism,6,0.04,0.24229218908241482
ERK MAPK Targets,,ERK MAPK Targets,6,0.04,0.24229218908241482
NOD1 2 Signaling Pathway,,NOD1 2 Signaling Pathway,6,0.04,0.24229218908241482
E2F-enabled Inhibition of Pre-Replication Complex Formation,,E2F-enabled Inhibition of Pre-Replication Complex Formation,6,0.04,0.24229218908241482
Miscellaneous Transport and Binding Events,,Miscellaneous Transport and Binding Events,6,0.04,0.24229218908241482
Loss of Function of SMAD2 3 in Cancer,,Loss of Function of SMAD2 3 in Cancer,6,0.04,0.24229218908241482
ER to Golgi Anterograde Transport,,ER to Golgi Anterograde Transport,6,0.04,0.24229218908241482
Bile Acid and Bile Salt Metabolism,,Bile Acid and Bile Salt Metabolism,6,0.04,0.24229218908241482
Unfolded Protein Response (UPR),,Unfolded Protein Response (UPR),6,0.04,0.24229218908241482
Diseases Associated With the TLR Signaling Cascade,,Diseases Associated With the TLR Signaling Cascade,6,0.04,0.24229218908241482
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,6,0.04,0.24229218908241482
Replication of the SARS-CoV-1 Genome,,Replication of the SARS-CoV-1 Genome,6,0.04,0.24229218908241482
Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc,,Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc,6,0.04,0.24229218908241482
SMAD2 3 Phosphorylation Motif Mutants in Cancer,,SMAD2 3 Phosphorylation Motif Mutants in Cancer,6,0.04,0.24229218908241482
Apoptotic Execution Phase,,Apoptotic Execution Phase,6,0.04,0.24229218908241482
Eukaryotic Translation Elongation,,Eukaryotic Translation Elongation,6,0.04,0.24229218908241482
Regulation of NPAS4 Gene Expression,,Regulation of NPAS4 Gene Expression,6,0.04,0.24229218908241482
RNA Polymerase II Transcription Initiation And Promoter Clearance,,RNA Polymerase II Transcription Initiation And Promoter Clearance,6,0.04,0.24229218908241482
Impaired BRCA2 Binding to PALB2,,Impaired BRCA2 Binding to PALB2,6,0.04,0.24229218908241482
Transport to the Golgi and Subsequent Modification,,Transport to the Golgi and Subsequent Modification,6,0.04,0.24229218908241482
Hedgehog Signaling,,Hedgehog Signaling,6,0.04,0.24229218908241482
Formation of the Posterior Neural Plate,,Formation of the Posterior Neural Plate,6,0.04,0.24229218908241482
EGR2 and SOX10-mediated Initiation of Schwann Cell Myelination,,EGR2 and SOX10-mediated Initiation of Schwann Cell Myelination,6,0.04,0.24229218908241482
Diseases of Immune System,,Diseases of Immune System,6,0.04,0.24229218908241482
Synthesis of Bile Acids and Bile Salts via 7Alpha-Hydroxycholesterol,,Synthesis of Bile Acids and Bile Salts via 7Alpha-Hydroxycholesterol,6,0.04,0.24229218908241482
RHOC GTPase Cycle,,RHOC GTPase Cycle,6,0.04,0.24229218908241482
HIV Transcription Initiation,,HIV Transcription Initiation,6,0.04,0.24229218908241482
RUNX1 Regulates Transcription of Genes Involved in Differentiation of Myeloid Cells,,RUNX1 Regulates Transcription of Genes Involved in Differentiation of Myeloid Cells,6,0.04,0.24229218908241482
Unwinding of DNA,,Unwinding of DNA,6,0.04,0.24229218908241482
TRAF6 Mediated NF-kB Activation,,TRAF6 Mediated NF-kB Activation,5,0.03333333333333333,0.21084230031853213
Protein-protein Interactions at Synapses,,Protein-protein Interactions at Synapses,5,0.03333333333333333,0.21084230031853213
IRAK2 Mediated Activation of TAK1 Complex,,IRAK2 Mediated Activation of TAK1 Complex,5,0.03333333333333333,0.21084230031853213
NOTCH4 Activation and Transmission of Signal to the Nucleus,,NOTCH4 Activation and Transmission of Signal to the Nucleus,5,0.03333333333333333,0.21084230031853213
TFAP2A Acts as a Transcriptional Repressor During Retinoic Acid Induced Cell Differentiation,,TFAP2A Acts as a Transcriptional Repressor During Retinoic Acid Induced Cell Differentiation,5,0.03333333333333333,0.21084230031853213
"Formation of the Ternary Complex, and Subsequently, the 43S Complex",,"Formation of the Ternary Complex, and Subsequently, the 43S Complex",5,0.03333333333333333,0.21084230031853213
PP2A-mediated Dephosphorylation of Key Metabolic Factors,,PP2A-mediated Dephosphorylation of Key Metabolic Factors,5,0.03333333333333333,0.21084230031853213
Early Phase of HIV Life Cycle,,Early Phase of HIV Life Cycle,5,0.03333333333333333,0.21084230031853213
IkBA Variant Leads to EDA-ID,,IkBA Variant Leads to EDA-ID,5,0.03333333333333333,0.21084230031853213
Pexophagy,,Pexophagy,5,0.03333333333333333,0.21084230031853213
"SMAC, XIAP-regulated Apoptotic Response",,"SMAC, XIAP-regulated Apoptotic Response",5,0.03333333333333333,0.21084230031853213
"mRNA Activation Upon Binding of the Cap-Binding Complex and eIFs, and Subsequent Binding to 43S",,"mRNA Activation Upon Binding of the Cap-Binding Complex and eIFs, and Subsequent Binding to 43S",5,0.03333333333333333,0.21084230031853213
Release of Apoptotic Factors From the Mitochondria,,Release of Apoptotic Factors From the Mitochondria,5,0.03333333333333333,0.21084230031853213
Neurodegenerative Diseases,,Neurodegenerative Diseases,5,0.03333333333333333,0.21084230031853213
Transcriptional Regulation of Testis Differentiation,,Transcriptional Regulation of Testis Differentiation,5,0.03333333333333333,0.21084230031853213
Signaling by BMP,,Signaling by BMP,5,0.03333333333333333,0.21084230031853213
Loss of Function of TGFBR1 in Cancer,,Loss of Function of TGFBR1 in Cancer,5,0.03333333333333333,0.21084230031853213
HCMV Late Events,,HCMV Late Events,5,0.03333333333333333,0.21084230031853213
Folding of Actin by CCT TriC,,Folding of Actin by CCT TriC,5,0.03333333333333333,0.21084230031853213
Ribosomal Scanning and Start Codon Recognition,,Ribosomal Scanning and Start Codon Recognition,5,0.03333333333333333,0.21084230031853213
Regulation of Innate Immune Responses to Cytosolic DNA,,Regulation of Innate Immune Responses to Cytosolic DNA,5,0.03333333333333333,0.21084230031853213
Sema4D Mediated Inhibition of Cell Attachment and Migration,,Sema4D Mediated Inhibition of Cell Attachment and Migration,5,0.03333333333333333,0.21084230031853213
Regulation of Expression of SLITs and ROBOs,,Regulation of Expression of SLITs and ROBOs,5,0.03333333333333333,0.21084230031853213
Sema3A PAK Dependent Axon Repulsion,,Sema3A PAK Dependent Axon Repulsion,5,0.03333333333333333,0.21084230031853213
RIP-mediated NFkB Activation via ZBP1,,RIP-mediated NFkB Activation via ZBP1,5,0.03333333333333333,0.21084230031853213
RNA Polymerase III Transcription Initiation From Type 3 Promoter,,RNA Polymerase III Transcription Initiation From Type 3 Promoter,5,0.03333333333333333,0.21084230031853213
